TE;NP;NU;Код об’єкта Кодифікатора;Категорія об’єкта Кодифікатора;Назва об’єкта Кодифікатора
7125481001;С;ВЕРШАЦІ;UA71080510030066102;С;Вершаці
7125481002;Щ;КУДАШЕВЕ;UA71080510230060511;Х;Кудашеве
7125481004;С;ТАРАСО-ГРИГОРІВКА;UA71080510170019707;С;Тарасо-Григорівка
7125482000;;ІВАНІВСЬКА/С.ІВАНІВКА;UA71080510000028067;Н;Чигиринська
7125482001;С;ІВАНІВКА;UA71080510060086184;С;Іванівка
7125482002;Щ;БУРЯКОВЕ;UA71080510210030018;Х;Бурякове
7125482003;С;ВДОВИЧИНЕ;UA71080510020041406;С;Вдовичине
7125482004;Щ;ГНЕННЕ;UA71080510220077382;Х;Гненне
7125483500;;МЕДВЕДІВСЬКА/С.МЕДВЕДІВКА;UA71080230000065521;Н;Медведівська
7125483501;С;МЕДВЕДІВКА;UA71080230010020086;С;Медведівка
7125483502;С;ГОЛОВКІВКА;UA71080230020010066;С;Головківка
7125483503;С;ДЕМЕНЦІ;UA71080230030069896;С;Деменці
7125483504;С;ІВКІВЦІ;UA71080230050012595;С;Івківці
7125483505;С;ЗАМ'ЯТНИЦЯ;UA71080230040033994;С;Зам’ятниця
7125483506;Щ;СКЕЛІВКА;UA71080230090074005;Х;Скелівка
7125484000;;МЕЛЬНИКІВСЬКА/С.МЕЛЬНИКИ;UA71080230000065521;Н;Медведівська
7125484001;С;МЕЛЬНИКИ;UA71080230060050532;С;Мельники
7125484002;Щ;БУДА;UA71080230080043825;Х;Буда
7125484500;;НОВОСЕЛИЦЬКА/С.НОВОСЕЛИЦЯ;UA71080510000028067;Н;Чигиринська
7125484501;С;НОВОСЕЛИЦЯ;UA71080510090042473;С;Новоселиця
7125484502;С;ПОЛУДНІВКА;UA71080510110015487;С;Полуднівка
7125484503;С;РУБЛІВКА;UA71080510140042878;С;Рублівка
7125484504;С;ЧМИРІВКА;UA71080510200040595;С;Чмирівка
7125485000;;РАЦІВСЬКА/С.РАЦЕВЕ;UA71080510000028067;Н;Чигиринська
7125485001;С;РАЦЕВЕ;UA71080510120062813;С;Рацеве
7125485002;С;ВІТОВЕ;UA71080510040096312;С;Вітове
7125487000;;ТОПИЛІВСЬКА/С.ТОПИЛІВКА;UA71080370000064287;Н;Сагунівська
7125487001;С;ТОПИЛІВКА;UA71080370030044831;С;Топилівка
7125487500;;ТРУШІВСЬКА/С.ТРУШІВЦІ;UA71080510000028067;Н;Чигиринська
7125487501;С;ТРУШІВЦІ;UA71080510190043843;С;Трушівці
7125488000;;ХУДОЛІЇВСЬКА/С.ХУДОЛІЇВКА;UA71080230000065521;Н;Медведівська
7125488001;С;ХУДОЛІЇВКА;UA71080230070064798;С;Худоліївка
7125700000;;ШПОЛЯНСЬКИЙ РАЙОН/М.ШПОЛА;UA71020000000057292;Р;Звенигородський
7125710000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ШПОЛЯНСЬКОГО Р-НУ;UA71020000000057292;Р;Звенигородський
7125710100;М;ШПОЛА;UA71020330010098440;M;Шпола
7125710101;С;БУРТИ;UA71020330020073958;С;Бурти
7125710102;С;КАПУСТИНЕ;UA71020330090057971;С;Капустине
7125710103;С;КРИМКИ;UA71020330100068021;С;Кримки
7125710104;С;ЛЕБЕДИН;UA71020330110081798;С;Лебедин
7125710105;С;НАДТОЧАЇВКА;UA71020330140016072;С;Надточаївка
7125710106;С;СЕРДЕГІВКА;UA71020330150048168;С;Сердегівка
7125710107;С;СИГНАЇВКА;UA71020330160025865;С;Сигнаївка
7125710108;С;СКОТАРЕВЕ;UA71020330170076213;С;Скотареве
7125710109;С;ТЕРЕШКИ;UA71020330190016571;С;Терешки
7125710110;Щ;ХОВКІВКА;UA71020330220019426;Х;Ховківка
7125780000;;СІЛЬРАДИ ШПОЛЯНСЬКОГО Р-НУ;UA71020000000057292;Р;Звенигородський
7125780400;;АНТОНІВСЬКА/С.АНТОНІВКА;UA71020170000024193;Н;Лип’янська
7125780401;С;АНТОНІВКА;UA71020170020094762;С;Антонівка
7125780402;С;ГЛИНЯНА БАЛКА;UA71020170050051561;С;Глиняна Балка
7125780403;С;КОРОТИНЕ;UA71020170080012316;С;Коротине
7125781200;;ВАСИЛЬКІВСЬКА/С.ВАСИЛЬКІВ;UA71020330000027449;Н;Шполянська
7125781201;С;ВАСИЛЬКІВ;UA71020330030048216;С;Васильків
7125781600;;ВЕСЕЛОКУТСЬКА/С.ВЕСЕЛИЙ КУТ;UA71020170000024193;Н;Лип’янська
7125781601;С;ВЕСЕЛИЙ КУТ;UA71020170030083325;С;Веселий Кут
7125781602;С;ВИТЯЗЕВЕ;UA71020170040067264;С;Витязеве
7125781603;С;КОЗАЧАНИ;UA71020170070038386;С;Козачани
7125782000;;ВОДЯНСЬКА/С.ВОДЯНЕ;UA71020330000027449;Н;Шполянська
7125782001;С;ВОДЯНЕ;UA71020330040063217;С;Водяне
7125782400;;ЖУРАВСЬКА/С.ЖУРАВКА;UA71020330000027449;Н;Шполянська
7125782401;С;ЖУРАВКА;UA71020330060025313;С;Журавка
7125782600;;ІСКРЕНСЬКА/С.ІСКРЕНЕ;UA71020330000027449;Н;Шполянська
7125782601;С;ІСКРЕНЕ;UA71020330070071359;С;Іскрене
7125782603;С;ГЕОРГІЇВКА;UA71020330050069227;С;Георгіївка
7125784000;;ЛИП'ЯНСЬКА/С.ЛИП'ЯНКА;UA71020170000024193;Н;Лип’янська
7125784001;С;ЛИП'ЯНКА;UA71020170010056292;С;Лип’янка
7125784002;С;МЕЖИГІРКА;UA71020170100073569;С;Межигірка
7125784003;С;КАВУНІВКА;UA71020170060042403;С;Кавунівка
7125784004;С;МАСЛОВЕ;UA71020170090039960;С;Маслове
7125784005;С;НЕЧАЄВЕ;UA71020170110092819;С;Нечаєве
7125784400;;ЛОЗУВАТСЬКА/С.ЛОЗУВАТКА;UA71020330000027449;Н;Шполянська
7125784401;С;ЛОЗУВАТКА;UA71020330120056753;С;Лозуватка
7125784402;С;КАМ'ЯНУВАТКА;UA71020330080070756;С;Кам’януватка
7125784800;;МАР'ЯНІВСЬКА/С.МАР'ЯНІВКА;UA71020330000027449;Н;Шполянська
7125784801;С;МАР'ЯНІВКА;UA71020330130083346;С;Мар’янівка
7125785200;;МАТУСІВСЬКА/С.МАТУСІВ;UA71020210000030936;Н;Матусівська
7125785201;С;МАТУСІВ;UA71020210010034197;С;Матусів
7125785202;С;СТАНІСЛАВЧИК;UA71020210020019943;С;Станіславчик
7125787200;;СОБОЛІВСЬКА/С.СОБОЛІВКА;UA71020330000027449;Н;Шполянська
7125787201;С;СОБОЛІВКА;UA71020330180067090;С;Соболівка
7125788400;;ТОВМАЦЬКА/С.ТОВМАЧ;UA71020330000027449;Н;Шполянська
7125788401;С;ТОВМАЧ;UA71020330200044612;С;Товмач
7125788800;;ТОПИЛЬНЯНСЬКА/С.ТОПИЛЬНА;UA71020330000027449;Н;Шполянська
7125788801;С;ТОПИЛЬНА;UA71020330210090001;С;Топильна
7125789200;;ЯРОСЛАВСЬКА/С.ЯРОСЛАВКА;UA71020170000024193;Н;Лип’янська
7125789201;С;ЯРОСЛАВКА;UA71020170130026663;С;Ярославка
7125789202;С;НОВА ЯРОСЛАВКА;UA71020170120058347;С;Нова Ярославка
7300000000;;ЧЕРНІВЕЦЬКА ОБЛАСТЬ/М.ЧЕРНІВЦІ;UA73000000000044923;О;Чернівецька
7310000000;;МІСТА ОБЛАСНОГО ПІДПОРЯДКУВАННЯ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ;UA73000000000044923;О;Чернівецька
7310100000;М;ЧЕРНІВЦІ;UA73060610010033137;M;Чернівці
7310600000;М;НОВОДНІСТРОВСЬК;UA73040130010085979;M;Новодністровськ
7310690000;;НАСЕЛЕНI ПУНКТИ, ПIДПОРЯДКОВАНI НОВОДНIСТРОВСЬКIЙ МIСЬКРАДI;Розірвано раду*;;
7310690001;С;ЛОМАЧИНЦІ;UA73040170130026041;С;Ломачинці
7320000000;;РАЙОНИ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ;UA73000000000044923;О;Чернівецька
7320500000;;ВИЖНИЦЬКИЙ РАЙОН/М.ВИЖНИЦЯ;UA73020000000038148;Р;Вижницький
7320510000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ВИЖНИЦЬКОГО Р-НУ;UA73020000000038148;Р;Вижницький
7320510100;М;ВИЖНИЦЯ;UA73020090010033414;M;Вижниця
7320510101;С;БАГНА;UA73020090020039240;С;Багна
7320510102;С;ВИЖЕНКА;UA73020090030070452;С;Виженка
7320510103;С;ІСПАС;UA73020090040050414;С;Іспас
7320510104;С;КИБАКИ;UA73020090050046266;С;Кибаки
7320510105;С;МАЙДАН;UA73020090060082054;С;Майдан
7320510106;С;МІЛІЄВЕ;UA73020090070085579;С;Мілієве
7320510107;С;СЕРЕДНІЙ МАЙДАН;UA73020090080045974;С;Середній Майдан
7320510108;С;ЧЕРЕШЕНЬКА;UA73020090090038310;С;Черешенька
7320510109;С;ЧОРНОГУЗИ;UA73020090100092646;С;Чорногузи
7320510400;М;ВАШКІВЦІ;UA73020070010063977;M;Вашківці
7320510401;С;ВОЛОКА;UA73020070040059267;С;Волока
7320510402;С;БАБИНЕ;UA73020070020024528;С;Бабине
7320510403;С;ВАЛИ;UA73020070030093936;С;Вали
7320510404;С;ЗАМОСТЯ;UA73020070050039786;С;Замостя
7320510405;С;КАРАПЧІВ;UA73020070060061638;С;Карапчів
7320555000;;СЕЛИЩА МІСЬКОГО ТИПУ ВИЖНИЦЬКОГО Р-НУ;UA73020000000038148;Р;Вижницький
7320555300;Т;БЕРЕГОМЕТ;UA73020030010046664;T;Берегомет
7320555301;С;ЗАРІЧЧЯ;UA73020030060096784;С;Заріччя
7320580000;;СІЛЬРАДИ ВИЖНИЦЬКОГО Р-НУ;UA73020000000038148;Р;Вижницький
7320580500;;БАНИЛІВСЬКА/С.БАНИЛІВ;UA73020010000044067;Н;Банилівська
7320580501;С;БАНИЛІВ;UA73020010010031879;С;Банилів
7320580502;С;БЕРЕЖНИЦЯ;UA73020010020058340;С;Бережниця
7320581500;;ДОЛІШНЬОШЕПІТСЬКА/С.ДОЛІШНІЙ ШЕПІТ;UA73020030000022011;Н;Берегометська
7320581501;С;ДОЛІШНІЙ ШЕПІТ;UA73020030050013849;С;Долішній Шепіт
7320581502;С;ЛЕКЕЧІ;UA73020030070047417;С;Лекечі
7320581503;С;ЛОПУШНА;UA73020030090089698;С;Лопушна
7320581504;С;ФАЛЬКІВ;UA73020030130060272;С;Фальків
7320583500;;КОРИТНЕНСЬКА/С.КОРИТНЕ;UA73020010000044067;Н;Банилівська
7320583501;С;КОРИТНЕ;UA73020010040048060;С;Коритне
7320583502;С;БЕРЕЖОНКА;UA73020010030059180;С;Бережонка
7320584000;;ЛУКАВЕЦЬКА/С.ЛУКАВЦІ;UA73020030000022011;Н;Берегометська
7320584001;С;ЛУКАВЦІ;UA73020030100095657;С;Лукавці
7320584002;С;ВАХНІВЦІ;UA73020030020074696;С;Вахнівці
7320584003;С;ВОВЧИНЕЦЬ;UA73020030040077395;С;Вовчинець
7320584004;С;ЛИПОВАНИ;UA73020030080059354;С;Липовани
7320584005;С;МАЙДАН;UA73020030110042449;С;Майдан
7320585000;;МИГІВСЬКА/С.МИГОВЕ;UA73020030000022011;Н;Берегометська
7320585001;С;МИГОВЕ;UA73020030120060784;С;Мигове
7320585002;С;ВЕЛИКЕ;UA73020030030055809;С;Велике
7320585300;;СЛОБОДО-БАНИЛІВСЬКА/С.СЛОБОДА-БАНИЛІВ;UA73020070000035367;Н;Вашківецька
7320585301;С;СЛОБОДА-БАНИЛІВ;UA73020070070019085;С;Слобода-Банилів
7320700000;;ГЕРЦАЇВСЬКИЙ РАЙОН/М.ГЕРЦА;UA73060000000061247;Р;Чернівецький
7320710000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ГЕРЦАЇВСЬКОГО Р-НУ;UA73060000000061247;Р;Чернівецький
7320710100;М;ГЕРЦА;UA73060130010067568;M;Герца
7320710101;С;ВЕЛИКОСІЛЛЯ;UA73060130030067151;С;Великосілля
7320710102;С;ЛУНКА;UA73060130060080299;С;Лунка
7320710103;С;МОГИЛІВКА;UA73060130070031576;С;Могилівка
7320710104;С;МОЛНИЦЯ;UA73060130080062976;С;Молниця
7320780000;;СІЛЬРАДИ ГЕРЦАЇВСЬКОГО Р-НУ;UA73060000000061247;Р;Чернівецький
7320780300;;БАЙРАКІВСЬКА/С.БАЙРАКИ;UA73060130000078771;Н;Герцаївська
7320780301;С;БАЙРАКИ;UA73060130020087695;С;Байраки
7320780303;С;ПІДВАЛЬНЕ;UA73060130100035956;С;Підвальне
7320780600;;БУКІВСЬКА/С.БУКІВКА;UA73060550000052402;Н;Тереблеченська
7320780601;С;БУКІВКА;UA73060550020020368;С;Буківка
7320780800;;ВЕЛИКОБУДСЬКА/С.ВЕЛИКА БУДА;Розірвано раду*;;
7320780801;С;ВЕЛИКА БУДА;UA73060430030024724;С;Велика Буда
7320780802;С;МАЛА БУДА;UA73060430070086633;С;Мала Буда
7320780803;С;КРУП'ЯНСЬКЕ;UA73060110040020705;С;Круп’янське
7320782500;;КУЛИКІВСЬКА/С.КУЛИКІВКА;UA73060130000078771;Н;Герцаївська
7320782501;С;КУЛИКІВКА;UA73060130050080939;С;Куликівка
7320784000;;ОСТРИЦЬКА/С.ОСТРИЦЯ;UA73060430000042676;Н;Острицька
7320784001;С;ОСТРИЦЯ;UA73060430010048116;С;Остриця
7320784002;С;БАНЧЕНИ;UA73060430020086760;С;Банчени
7320784003;С;ГОДИНІВКА;UA73060430040058799;С;Годинівка
7320784004;С;ГОРБОВА;UA73060430050054014;С;Горбова
7320784005;С;ЛУКОВИЦЯ;UA73060430060064819;С;Луковиця
7320784006;С;МАМОРНИЦЯ;UA73060430080029019;С;Маморниця
7320784007;С;МАМОРНИЦЯ ВАМА;UA73060430090050842;С;Маморниця Вама
7320784008;С;ЦУРЕНЬ;UA73060430100065686;С;Цурень
7320784400;;ПЕТРАШІВСЬКА/С.ПЕТРАШІВКА;UA73060130000078771;Н;Герцаївська
7320784401;С;ПЕТРАШІВКА;UA73060130090041174;С;Петрашівка
7320785000;;ТЕРНАВСЬКА/С.ТЕРНАВКА;UA73060130000078771;Н;Герцаївська
7320785001;С;ТЕРНАВКА;UA73060130110014476;С;Тернавка
7320785002;С;ДЯКІВЦІ;UA73060130040038355;С;Дяківці
7320786000;;ХРЯЦЬКІВСЬКА/С.ХРЯЦЬКА;UA73060130000078771;Н;Герцаївська
7320786001;С;ХРЯЦЬКА;UA73060130120098755;С;Хряцька
7321000000;;ГЛИБОЦЬКИЙ РАЙОН/СМТ ГЛИБОКА;UA73060000000061247;Р;Чернівецький
7321055000;;СЕЛИЩА МІСЬКОГО ТИПУ ГЛИБОЦЬКОГО Р-НУ;UA73060000000061247;Р;Чернівецький
7321055100;Т;ГЛИБОКА;UA73060150010043412;T;Глибока
7321055101;С;МИХАЙЛІВКА;UA73060150030072624;С;Михайлівка
7321055102;С;НОВИЙ ВОВЧИНЕЦЬ;UA73060150040075107;С;Новий Вовчинець
7321055103;С;ЧЕРВОНА ДІБРОВА;UA73060150080085096;С;Червона Діброва
7321055104;С;ЧЕРЕПКІВЦІ;UA73060150090055948;С;Черепківці
7321055105;С;СТЕРЧЕ;UA73060150070043170;С;Стерче
7321080000;;СІЛЬРАДИ ГЛИБОЦЬКОГО Р-НУ;UA73060000000061247;Р;Чернівецький
7321080100;;БАГРИНІВСЬКА/С.БАГРИНІВКА;UA73060230000024500;Н;Кам’янецька
7321080101;С;БАГРИНІВКА;UA73060230020089449;С;Багринівка
7321080900;;ВОЛОКІВСЬКА/С.ВОЛОКА;UA73060110000070017;Н;Волоківська
7321080901;С;ВОЛОКА;UA73060110010020288;С;Волока
7321080902;С;ГРУШІВКА;UA73060110030067511;С;Грушівка
7321080903;С;ВАЛЯ КУЗЬМИНА;UA73060110020015724;С;Валя Кузьмина
7321081800;;ОПРИШЕНСЬКА/С.ОПРИШЕНИ;UA73060150000088691;Н;Глибоцька
7321081801;С;ОПРИШЕНИ;UA73060150050051060;С;Опришени
7321081802;С;СЛОБІДКА;UA73060150060044845;С;Слобідка
7321081900;;ДИМКІВСЬКА/С.ДИМКА;UA73060150000088691;Н;Глибоцька
7321081901;С;ДИМКА;UA73060150020097240;С;Димка
7321082000;;ЙОРДАНЕШТСЬКА/С.ЙОРДАНЕШТИ;UA73060270000016588;Н;Карапчівська
7321082001;С;ЙОРДАНЕШТИ;UA73060270010083336;С;Йорданешти
7321082100;;КАМ'ЯНСЬКА/С.КАМ'ЯНКА;UA73060230000024500;Н;Кам’янецька
7321082101;С;КАМ'ЯНКА;UA73060230010030556;С;Кам’янка
7321082400;;КАРАПЧІВСЬКА/С.КАРАПЧІВ;UA73060270000016588;Н;Карапчівська
7321082401;С;КАРАПЧІВ;UA73060270020022643;С;Карапчів
7321082700;;КОРОВІЙСЬКА/С.КОРОВІЯ;UA73060610000066784;Н;Чернівецька
7321082701;С;КОРОВІЯ;UA73060610020031837;С;Коровія
7321083000;;КОРЧОВЕЦЬКА/С.КОРЧІВЦІ;UA73060510000025800;Н;Сучевенська
7321083001;С;КОРЧІВЦІ;UA73060510020054961;С;Корчівці
7321085400;;ТЕРЕБЛЕЧЕНСЬКА/С.ТЕРЕБЛЕЧЕ;UA73060550000052402;Н;Тереблеченська
7321085401;С;ТЕРЕБЛЕЧЕ;UA73060550010087926;С;Тереблече
7321085402;С;ГОРБІВЦІ;UA73060550040023938;С;Горбівці
7321085403;С;ВЕРХНІ СИНІВЦІ;UA73060550030044182;С;Верхні Синівці
7321085404;С;НИЖНІ СИНІВЦІ;UA73060550050080352;С;Нижні Синівці
7321086000;;СТАНОВЕЦЬКА/С.СТАНІВЦІ;UA73060530000099979;Н;Тарашанська
